"","age","body_type","diet","drinks","drugs","education","ethnicity","height","income","job","last_online","location","offspring","orientation","pets","religion","sex","sign","smokes","speaks","status","essay0"
"1493",30,"overweight",NA,"socially","never","working on law school","white",72.91,NA,"political / government",2012-06-29 21:00:00,"san leandro, california","has kids","straight",NA,"catholicism but not too serious about it","m","taurus and it's fun to think about","yes","english","single","i'm a father of two children who i have custody of and live with me. i am in law school and i work full time.    i'm at the point in my life"
"47757",29,"athletic",NA,NA,NA,"graduated from college/university","other",67.15,NA,NA,2012-07-01 04:07:00,"berkeley, california",NA,"straight",NA,NA,"m","scorpio",NA,"english, arabic (fluently), french (fluently)","single","rise up this mornin',  smiled with the risin' sun,  three little birds  pitch by my doorstep  singin' sweet songs  of melodies pure and true"
"17519",23,"fit","mostly anything","socially","never","graduated from college/university","asian",67.04,NA,"law / legal services",2012-06-24 10:32:00,"mountain view, california","doesn't have kids","straight","likes dogs and likes cats",NA,"m",NA,"no","english (fluently)","single",NA
"32853",28,"fit","mostly anything","socially","never","working on masters program","white",70.05,NA,"executive / management",2012-06-21 22:16:00,"san francisco, california",NA,"bisexual","likes dogs and has cats","buddhism but not too serious about it","m","aquarius but it doesn't matter","no","english (fluently), french (fluently), spanish (fluently), italian (okay)","single","'ordinary man in the street'  tend to dislike summaries...so i guess you'll have to read it all, or not :d"
"46340",35,"average",NA,"rarely","never","graduated from college/university",NA,62.91,100000,"computer / hardware / software",2012-06-27 23:08:00,"san francisco, california",NA,"bisexual",NA,"other and somewhat serious about it","m","libra","no","english (fluently), german (poorly), latin (poorly)","available","i gave up writing years ago ..  it scares the  shit  out of me .     -peabunny-     i am omg, lol, and stfu"
"32109",37,"average","mostly anything","socially","never","graduated from college/university","hispanic / latin, other",68.18,NA,"hospitality / travel",2012-06-30 15:44:00,"oakland, california","doesn't have kids","gay","likes dogs and likes cats","other but not too serious about it","m","aquarius and it's fun to think about","no","english (fluently), spanish (fluently), italian (poorly)","single","i feel like a kid trying to be an adult. lately i've been getting better at both. although, part of me will always be goofy, a potty mouth a"
"42587",38,"athletic","mostly anything","socially","never","masters program","white",71.09,NA,"medicine / health",2012-06-25 21:38:00,"burlingame, california","doesn't have kids, but wants them","straight","likes dogs and dislikes cats","catholicism but not too serious about it","m",NA,"no","english","single","hi! thanks for checking out my profile. i am pretty new to this, but i have heard good things about okcupid so here i am. i'm a very easy go"
"38028",36,"fit",NA,"socially","never","graduated from high school","white",76.18,NA,"transportation",2011-09-18 09:42:00,"pleasant hill, california","has kids","straight","likes dogs and likes cats","christianity and very serious about it","m","taurus and it's fun to think about","sometimes","english (fluently)","single","i am a loving male loves to have fun .i love to male people laugh .i am a truck been a driver for about 11 years now .i have three wonderful"
"45576",28,"athletic","mostly anything","socially","never","graduated from college/university","white",70.88,NA,"entertainment / media",2012-06-30 10:52:00,"san rafael, california","doesn't have kids, but wants them","straight",NA,"christianity and very serious about it","m",NA,"no","english","single","i like to fly by the seat of my pants. i love exercising and playing sports (i'm highly competitive but still a good sport). it keeps me san"
"57141",30,"average","mostly anything","socially","never","working on college/university","white",69.9,NA,"other",2012-01-25 01:20:00,"berkeley, california",NA,"straight","likes dogs and likes cats","agnosticism but not too serious about it","m","sagittarius and it's fun to think about","no","english (fluently), korean (okay), portuguese (okay), spanish (okay)","single","like yeast, i rise to the occasion.    like a medium-rare steak i.. uh... have a cool, pink center?    i'm into art, even when i think it's "
"7742",46,"fit",NA,"not at all","never","graduated from masters program","hispanic / latin",71.09,NA,"medicine / health",2012-04-22 14:05:00,"san francisco, california",NA,"gay","likes dogs and likes cats","catholicism but not too serious about it","m","scorpio and it's fun to think about","no","english (fluently), spanish (okay), french (poorly), portuguese (poorly)","single","i am self reliant, love to travel, make new friends, enjoy cooking as well as trying new foods. i keep myself pretty busy through the week s"
"52851",33,"average",NA,"socially",NA,NA,"white",69.82,NA,NA,2012-06-29 13:20:00,"san francisco, california",NA,"straight",NA,NA,"m",NA,"no","english, italian","single","moved to sf few years ago from italy, and i love it. i am happy to be in such inspiring environment surrounded  by talented fun people. "
"27956",28,"average","mostly anything","rarely","never","graduated from college/university","white",71.88,NA,"computer / hardware / software",2012-06-29 08:25:00,"burlingame, california",NA,"straight",NA,"christianity and very serious about it","m",NA,"no","english (fluently), c++ (poorly)","single","i really wish i could change my name on here it was a dumb choice.    i'm trying to figure out my faith, beliefs, and ambitions. i want to i"
"28983",27,"athletic","mostly anything","socially",NA,"graduated from college/university","white",72.12,NA,"other",2011-11-28 21:38:00,"san francisco, california",NA,"straight","likes dogs",NA,"m","aries","no","english","single","quirky, passionate, creative, random, goofy.... i work a lot, but i love what i do so i'm okay with it. i have a passion for writing and for"
"49396",27,"average","mostly anything","socially","never","graduated from law school","hispanic / latin",71.04,NA,"political / government",2012-06-30 20:06:00,"san francisco, california","doesn't have kids, but might want them","gay","likes dogs","catholicism","m","scorpio but it doesn't matter",NA,"english (fluently), spanish (fluently)","single","looking for love in all the wrong places... maybe okcupid will be different"
"1703",27,"fit",NA,"socially","never","graduated from space camp","hispanic / latin",65.96,NA,"other",2012-05-29 23:01:00,"oakland, california",NA,"straight","has dogs and likes cats",NA,"m",NA,"no","english","single","was living on the peninsula but just moved to oakland, much better.  i like riding and racing my bike. working out, eating new foods. outdoo"
"58337",54,"average","vegetarian","rarely","never","college/university",NA,68,NA,"computer / hardware / software",2012-06-30 20:21:00,"berkeley, california","doesn't have kids, and doesn't want any","straight","likes dogs and likes cats","agnosticism","m",NA,"no","english","single","hi,    i'm looking for good chemistry with an intelligent, fun/life loving woman who is interested in at least some of the same things that "
"31539",35,"athletic",NA,"socially",NA,"graduated from college/university","asian",68.88,80000,"science / tech / engineering",2012-06-30 19:19:00,"oakland, california",NA,"straight",NA,"other but not too serious about it","m","libra","no","english (fluently), chinese (okay), french (poorly)","single","so why should you bother meeting me?  - i love dancing. i'm ready to salsa any day, any time.  - i'm a semi-pro player in the bay area music"
"1316",28,"average","anything","socially","never","graduated from space camp","white",68.89,NA,"science / tech / engineering",2012-06-11 11:53:00,"palo alto, california","doesn't have kids, but might want them","straight","likes dogs and has cats","christianity and laughing about it","m","leo but it doesn't matter","no","english (fluently), german (fluently), italian (okay), french (okay)","single",NA
