"","age","body_type","diet","drinks","drugs","education","ethnicity","height","income","job","last_online","location","offspring","orientation","pets","religion","sex","sign","smokes","speaks","status","essay0"
"30798",43,"fit","mostly kosher","rarely","never","graduated from college/university",NA,66.97,100000,"construction / craftsmanship",2012-05-25 17:28:00,"san francisco, california","has a kid","straight","has dogs and likes cats","judaism and laughing about it","f","aquarius and it's fun to think about","when drinking","english","single","shazam...i am ten years younger...gawd, i love this stuff!    bucket list: i want to get barreled  (in a wave, spicoli)  look down and see t"
"53988",28,"full figured","strictly vegetarian","socially","sometimes","graduated from college/university","white",61.01,NA,"student",2012-04-05 23:29:00,"berkeley, california","doesn't have kids, and doesn't want any","straight","likes dogs and has cats","atheism but not too serious about it","f","capricorn but it doesn't matter","no","english (fluently)","single","so, i thought i could edit my username after signing up, but no such luck! so, congrats for stumbling upon the most boring username on ok cu"
"49252",47,"fit",NA,"socially","never","graduated from masters program","white",68.15,NA,"education / academia",2012-06-30 21:34:00,"oakland, california",NA,"straight","likes dogs and likes cats","buddhism","f","virgo but it doesn't matter","no","english (fluently)","single","although i'm not exactly an objective source... i'd say i'm  genuine, intelligent, funny, kind, curious and love to laugh! i  would also men"
"15671",53,"average","mostly other","socially","never","graduated from high school","white, other",62.09,NA,"clerical / administrative",2012-06-29 19:11:00,"pleasant hill, california","has a kid","straight",NA,"christianity but not too serious about it","f","libra but it doesn't matter","no","english","single","easy going, active lifestyle, go to work every day, work hard play hard, honest ya, ya, ya, ya, best friend good time buddy. happy single la"
"30557",24,"fit","mostly vegetarian","socially","never","working on ph.d program","white",62.98,NA,"student",2012-06-30 12:50:00,"berkeley, california",NA,"straight","likes dogs","atheism but not too serious about it","f","leo but it doesn't matter","no","english (fluently), german (okay), spanish (poorly)","single","i've lived on the west coast my entire life- i grew up in alaska, spent high school and college in the northwest, and now i'm attending grad"
"5054",34,"curvy",NA,"not at all","never","graduated from college/university","hispanic / latin",62.99,NA,NA,2012-06-20 16:59:00,"castro valley, california","doesn't have kids","straight",NA,NA,"f",NA,"no","english","single","new quote to share: ""life can only be understood backwards; but it must be lived forwards."" ~soren kierkegaard    well let me draw you in..."
"32016",25,"athletic",NA,"socially","never","graduated from college/university",NA,69.02,NA,"science / tech / engineering",2012-06-29 23:01:00,"san francisco, california","doesn't have kids","straight","likes dogs and likes cats","agnosticism but not too serious about it","f","gemini but it doesn't matter","no","english","single","i'm always happiest when the sun is shining and i'm often thinking of the next place that i want to travel to."
"12871",43,"thin","mostly anything","rarely","never","graduated from masters program","white",63,NA,"artistic / musical / writer",2012-06-30 09:21:00,"redwood shores, california",NA,"straight",NA,"buddhism and somewhat serious about it","f","pisces but it doesn't matter","no","english (fluently), esperanto (fluently)","single","......    i'll make you mickey mouse blueberry pancakes. i'll hold your coffee while you drive. i'll help you navigate. but when you're coun"
"5863",63,"average",NA,"socially","never","graduated from masters program","white",68.14,NA,"education / academia",2012-06-08 18:38:00,"oakland, california","doesn't want kids","gay",NA,"other and very serious about it","f","taurus but it doesn't matter","no","english (fluently)","single","i am a solid, grounded taurus. i enjoy photography and am always  on the lookout for beautiful gourmet flowers and candid portraits. i love "
"27827",47,"average","mostly other","socially",NA,"graduated from college/university","white",66.15,NA,"executive / management",2012-06-29 14:06:00,"san francisco, california","has a kid","straight","likes dogs and dislikes cats","other and somewhat serious about it","f","pisces and it's fun to think about","no","english","single","life is so great! i am so lucky to have the most wonderful friends and family to share life with. i just love my career working at a green s"
"1001",34,"fit",NA,"socially",NA,"graduated from masters program","white",65.83,NA,"education / academia",2012-06-27 22:11:00,"san francisco, california",NA,"straight",NA,NA,"f",NA,NA,"english (fluently)","available","hiya welcome to ""not a boring profile!"" you may be shocked amazed and entertained. keep hands and legs inside the profile boxes at all times"
"19673",34,"average","mostly vegan","socially",NA,"graduated from college/university","white",63.92,80000,"other",2012-06-30 03:59:00,"san francisco, california","doesn't have kids","straight","likes dogs and has cats",NA,"f","taurus and it's fun to think about","no","english","single","i am very dainty, generally ladylike, and yet i've somehow developed a predilection for swearing. what the fuck.    what else? i like words."
"47082",48,"athletic","anything","socially","never","college/university","other",60.01,NA,"other",2012-06-30 19:19:00,"san mateo, california","doesn't have kids, and doesn't want any","straight","likes dogs and dislikes cats",NA,"f","scorpio and it's fun to think about","no","english","single","what you see is what you get! my 16 yr old niece thinks i'm pretty cool.... oh wait..i'm not her mom... :)  do you choose joy? or do you cho"
"17637",42,"average","mostly anything","socially","never","graduated from ph.d program","white",63.82,NA,"other",2012-06-30 14:14:00,"oakland, california","has kids","straight","likes dogs and has cats","judaism but not too serious about it","f",NA,"no","english, italian (fluently), french (fluently), spanish (okay)","single","i am a woman at a crossroads in life -- newly single -- and hoping to find an interesting and optimistic interpretation of the path ahead, h"
"56914",34,"overweight","strictly vegetarian","socially","never","graduated from masters program","black, native american, white",68.11,NA,"medicine / health",2012-01-26 00:28:00,"oakland, california",NA,"straight","likes dogs and has cats","other and somewhat serious about it","f","virgo and it's fun to think about","when drinking","english (fluently), swedish (okay), spanish (poorly)","single","i am a patchwork quilt made of sundry things stitched together. my identity is ""both/and"", not ""either/or"". i'm mixed-race, multi-ethnic, an"
"56926",23,"average","mostly anything","socially","never","graduated from college/university",NA,68.15,NA,"education / academia",2012-06-28 14:15:00,"san francisco, california","doesn't have kids","straight","likes dogs",NA,"f",NA,"no","english (fluently), french (fluently), spanish (poorly)","single","life-long chicagoan, but loving living in the bay and don't have any plans to move any time soon!"
"24465",49,"thin",NA,"socially","never","graduated from college/university","white",67.03,NA,"sales / marketing / biz dev",2012-04-30 20:19:00,"san francisco, california",NA,"straight",NA,NA,"f",NA,"no","english","single","i am a canadian who can honestly say that my heart is now in san francisco. after years of living in toronto, synchronicity intervened, and "
"9696",46,"average",NA,"socially","never","graduated from law school","white",69,NA,"law / legal services",2012-06-24 22:40:00,"san francisco, california",NA,"straight","likes dogs","christianity but not too serious about it","f","sagittarius and it's fun to think about","no","english, spanish (okay), french (poorly)","single",NA
"56413",34,"average",NA,"socially",NA,"graduated from college/university","white",65.2,60000,NA,2011-07-24 11:51:00,"san francisco, california",NA,"straight","has dogs",NA,"f","leo",NA,"english","single","i'll just cover the basics...  female raised in the south now living in sf. i visited a friend that lived here and loved the area, so, i mov"
"38222",32,"average","mostly anything","socially","never","graduated from college/university","white",62.07,NA,"other",2012-06-30 15:02:00,"san anselmo, california",NA,"straight","has dogs and has cats","christianity","f","taurus","no","english","single","new to marin county, looking to meet new people--friends and more :)"
