name,price,sex,height,color,location,markings,weight,foaldate,registrations,disciplines,temperament
VV Risque Image,10000,Mare,15.199,Grey,"Merry Point, Virginia",,,5-Jun,,Breeding (Prospect) Dressage (Competed or Shown),4.008
Innishfael Danu,4725,Mare,15.016,Buckskin,"Unity, Saskatchewan, Canada","3 stockings, bald face, and 2 belly spots",,8-May,PtHA - Pinto Horse Association of America () CPHA - Canadian Partbred Arabian Registry (),Breeding (Competed or Shown) Competitive Trail Competitions (Prospect) Pole Bending (Prospect) Barrel Racing (Prospect) Western Pleasure (Show) (Prospect),4.009
Okies Little Whiz,5500,Mare,14.317,Roan,"Blanchard, Oklahoma","Star, Strip and Snip. Left fore pastern. Left Hind Sock.",1050 pounds,2-Apr,AQHA - American Quarter Horse Association (4240405),Barrel Racing (Prospect) Working Cow Horse (Trained) Team Penning (Champion) Ranch Sorting (Champion) Cutting (Competed or Shown),4.01
Allie,500,Mare,14.282,Bay,"West Newbury, Massachusetts",,,7-Jan,,Drill Team (Prospect) Eventing (Prospect) Driving (Prospect) Endurance Riding (Prospect) Competitive Trail Competitions (Prospect),4.013
George,1500,Gelding,13.995,Chestnut,"Bernville, Pennsylvania","Star, Stripe, Sock",,Jan-98,,,4.029
Come Clear,2500,Gelding,15.205,Bay,"Wilmington, Illinois",Star,,8-Jan,JC - Jockey Club (0840918),Hunter (Prospect) Jumper (Prospect) Eventing (Prospect) Dressage (Prospect) Trail Horse (Trained),4.029
Belle,500,Mare,11.317,Bay,"Somerville, Alabama",Star and snip,,9-Jan,,Youth/4-H Horse (Prospect) Hunter Under Saddle (Prospect) Hunter (Prospect) Equitation (Prospect),4.035
Windmill Farm Patrick,5300,Gelding,14.1,Grey,"Howard, Ohio",,800 pounds,4-Feb,,Dressage (Competed or Shown) Jumper (Trained) Driving (Competed or Shown),4.035
Sheiks Southern Hank,2500,Gelding,15.116,Bay,"Southwick, Massachusetts",,,Feb-98,AQHA - American Quarter Horse Association (),Western Pleasure (Competed or Shown) English Pleasure (Prospect) Ranch Sorting (Competed or Shown) Trail Horse (Competed or Shown),4.036
Chance,1800,Gelding,15.986,Other,"Webster, Wisconsin",Black and White Paint,1200 pounds,7-Apr,,Youth/4-H Horse (Prospect) Gaited (Prospect),4.036
FIGARO,12500,Gelding,6.286,Bay,"Bluffton, South Carolina",star,1100 pounds,Jun-98,,Jumper (Competed or Shown) Dressage (Trained),4.041
Scoots Dandy Deb,3000,Mare,14.285,Sorrel,"Kingston, Ohio","white blaze, two back white socks",750 pounds,8-Apr,AQHA - American Quarter Horse Association (message for #),Reined Cow Horse (Competed or Shown) Reining (Trained) Team Penning (Prospect) Competitive Trail Competitions (Trained) Working Cow Horse (Trained),4.047
Mag,0,Gelding,14.088,Grey,"Greensburg, Indiana",only white are the hairs in his face,,8-Jun,,,4.049
,1500,Mare,14.211,Bay,"Gwinner, North Dakota",,950 pounds,Jan-97,,Breeding (Rank Not Applicable) Youth/4-H Horse (Trained) Trail Horse (Trained) Gaited (Trained) Competitive Trail Competitions (Prospect),4.051
Liberty,15000,Gelding,16.019,Black,"Bixby, Oklahoma",,,5-Jul,USEF - United States Equestrian Federation () USDF (),Dressage (Champion),4.054
Wars Powder Keg,2500,Stallion,15.08,Grey,"Lithia, Florida",,1200 pounds,1-Jul,AQHA - American Quarter Horse Association (4162376),Breeding (Trained),4.055
Okie,12000,Mare,14.105,Chestnut,"Orchard Park, New York",,,3-May,,Hunter (Competed or Shown) Hunter Under Saddle (Competed or Shown) Equitation (Competed or Shown) English Pleasure (Competed or Shown) Lesson Horse (Competed or Shown),4.056
Where's Waldo,8000,Stallion,15.988,Pinto,"Drayton Valley, Alberta, Canada",,,13-May,,Not Applicable ,4.056
Greystone's So Fair,2000,Mare,15.082,Grey,"Woodbridge, Connecticut",,,May-97,,English Pleasure (Competed or Shown) Lesson Horse (Trained) Dressage (Competed or Shown) Trail Horse (Trained) Longe-Line (Trained),4.063
Triomphe Spitfire,8000,Gelding,15.299,Chestnut,"Adams, Tennessee","Large Blaze, 3 Tall socks",1050 pounds,Jan-00,JC - Jockey Club (D13044),Eventing (Competed or Shown) Jumper (Competed or Shown) Dressage (Competed or Shown),4.063
Little Joe,500,Gelding,15.988,Bay,"South Lebanon, Ohio",,,1-Mar,,English Pleasure (Rank Not Applicable) Halter (Rank Not Applicable) Trail Horse (Rank Not Applicable) Youth/4-H Horse (Competed or Shown) Western Pleasure (Competed or Shown),4.063
North Star lit Diamond,3200,Mare,16.001,Chestnut,"killingly, Connecticut",,,4-Apr,,Hunter (Competed or Shown) Jumper (Competed or Shown) Trail Horse (Competed or Shown) Eventing (Competed or Shown) Lesson Horse (Competed or Shown),4.067
Once Upon a Time,4000,Gelding,13.215,Grey,"Manalapan, New Jersey",,,Jan-00,,Jumper (Champion) Hunter (Competed or Shown) Hunter Under Saddle (Champion),4.068
Platinum,5000,Mare,14.293,Palomino,"punta gorda, Florida",,,9-Sep,,Breeding  Brood Mare  Barrel Racing  Jumper  Western Riding ,4.068
"Tonka, Jewels Royal Quest",1000,Gelding,15.204,Other,"Valley Center, California",Tobiano paint,,May-98,APHA - American Paint Horse Association (),Trail Horse (Prospect),4.068
Zipped N Totally Dun,3000,Gelding,15.988,Dun,"Norwalk, Wisconsin",,1300 pounds,7-May,AQHA - American Quarter Horse Association (5050728),Ranch Horse (Trained) Trail Horse (Trained) Team Roping (Prospect) English Pleasure (Prospect),4.069
Comet,3000,Gelding,13.116,Chestnut,"Dripping Springs, Texas","Star, and Snip",,10-Jan,,Beginner/Family (Trained) Dressage (Prospect) Hunter (Prospect) Lesson Horse (Competed or Shown) Longe-Line (Competed or Shown),4.071
Moon's Sassy Lady,2800,Mare,15.283,Pinto,"Vinemont, Alabama",Paint,,3-Apr,APHA - American Paint Horse Association (724925),Hunter (Prospect) Dressage (Prospect) Jumper (Prospect) Eventing (Prospect),4.073
Roscoe,400,Gelding,9.095,Black,"Cedar Hill, Tennessee",White Star mule mouth,350 pounds,6-Jan,,Driving (Trained),4.079
Warrior,1800,Gelding,15.288,Other,"Clinton, Tennessee",White with brown and black,1100 pounds,5-Jan,TWHBEA - Tennessee Walking Horse Breeders' and Exhibitors' Association (),Gaited ,4.081
Capricho,4000,Gelding,17.003,Grey,"Murrieta, California",Fleabitten,,4-Jan,,,4.083
Aikanes Silver Woodendoll,6500,Mare,14.017,Grey,"NEW HAVEN, Vermont","faint connected star, left partial pastern",,6-May,AMHA - American Morgan Horse Association (0170553),English Pleasure (Prospect) Youth/4-H Horse (Competed or Shown) Trail Horse (Trained) Field Hunter (Rank Not Applicable),4.087
,5000,Gelding,16.311,Grey,"Holly, Michigan",,1300 pounds,5-Jan,JC - Jockey Club (),Hunter (Champion),4.09
Captain Morgan,800,Gelding,15.015,Sorrel,"Medford, Wisconsin",Overo,1100 pounds,Jan-98,,Trail Horse (Rank Not Applicable) Drill Team (Competed or Shown),4.091
Chip,500,Gelding,12.994,Bay,"Silver Lake, Indiana",,,Jan-99,,Trail Horse ,4.092
cheyenne,2000,Mare,15.283,Sorrel,"saxonburg, Pennsylvania",,,Jun-00,"APHA - American Paint Horse Association (630,201)",English Pleasure  Hunter Under Saddle  Lesson Horse  Hunter ,4.092
Taffy,2500,Mare,14.305,Dun,"Proctor, Vermont","zebra stripes, silver in mane & tail",,8-Jun,BLM Tatoo and title (),,4.094
Dutchess SF,18500,Mare,14.282,Black,"Pembroke, Massachusetts",,,9-Jun,FHANA - Friesian Horse Association of North America (),Halter (Trained) Driving (Prospect) Dressage (Prospect) English Pleasure (Prospect) Breeding (Prospect),4.096
Labyrinth Fiona,14500,Mare,14.996,Buckskin,"Baboursville, Virginia",Strong leg barring / dorsal stripe,900 pounds,10-Aug,IALHA - International Andalusian & Lusitano Horse Association (pending (p)) APSL - may be eligible in future (Possible),Brood Mare (Prospect) Dressage (Prospect) Driving (Prospect) Jumper (Prospect) Breeding (Prospect),4.1
Hayfield Sequin Sparkler,20000,Mare,16.096,Pinto,"Westhampton, Massachusetts",,1420 pounds,Jan-00,PtHA - Pinto Horse Association of America () ADHA (),Halter (Champion) Brood Mare (Rank Not Applicable),4.1
Hollywood,2500,Gelding,15.219,Bay,"Valley Center, California",,900 pounds,1-Jan,,Trail Horse (Trained) English Pleasure (Trained) Beginner/Family (Prospect) Equitation (Prospect) Hunter Under Saddle (Prospect),4.101
EZ Bright Question,4500,Gelding,15.289,Chestnut,"Stanwood, Michigan","Blaze, Hind Socks",1000 pounds,8-Apr,ApHC - Appaloosa Horse Club (N655792),Hunter Under Saddle (Trained) Jumper (Prospect) Western Pleasure (Show) (Competed or Shown),4.103
Buckskin Lady,750,Mare,14.186,Buckskin,"Rapelje, Montana",,1000 pounds,9-Jan,,Competitive Trail Competitions (Prospect) Calf Roping (Prospect) Country Pleasure (Prospect) Endurance Riding (Prospect) English Pleasure (Prospect),4.104
Deshmina,12500,Mare,16.005,Bay,"Brinston, Ontario, Canada",,,11-Apr,German Hanoverian Verband (),Dressage (Prospect),4.104
Cracker Jack Image,14000,Gelding,16.197,Sorrel,"Woodward, Oklahoma",overo,,5-Apr,APHA - American Paint Horse Association () PtHA - Pinto Horse Association of America (),Hunter (Competed or Shown),4.105
Snow Bum Blackburn,7500,Stallion,15.113,Cremello,"Sioux Falls, South Dakota",no markings,1100 pounds,6-May,AQHA - American Quarter Horse Association (4882923) APHA - American Paint Horse Association (Q4882923),Breeding (Champion) Ranch Horse (Competed or Shown) Team Sorting (Trained) Drill Team (Trained) Ranch Sorting (Trained),4.106
Aria EAF,15000,Mare,15.206,Chestnut,"Milton, Florida",,,11-Apr,RPSI - Rheinland Pfalz-Saar International (),Hunter (Prospect),4.106
Wizard's Autumn Honey,3100,Mare,15.01,Black,"Eagle, Wisconsin",Spotted Black/White,1000 pounds,6-Oct,MFTHBA- Missouri Fox Trotting Horse Breed Association (06-90017) SSHBEA- Spotted Saddle Horse Breeders and Exhibitors Association (10601547),Trail Horse (Trained),4.113
Tanzanite,8500,Mare,15.284,Black,"Birmingham, Alabama","spotted blanket, star & strip, 3 whites",950 pounds,9-May,ATA - American Trakehner Association (ORB-D-M1405),Dressage (Prospect),4.118
Layla,9000,Mare,15.294,Grey,"Holly, Michigan",,,Jan-99,,Hunter (Champion),4.125
Navedano,1000,Mare,17.012,Chestnut,"Spencer, New York",none,1200 pounds,6-Apr,JC - Jockey Club (),Eventing (Prospect) Dressage (Prospect) Jumper (Prospect) Hunter (Prospect),4.125
Mr. Gambini,2000,Gelding,16.016,Bay,"Alliance, Ohio",Blaze,,6-Jan,JC - Jockey Club (),Trail Horse (Rank Not Applicable) Equitation (Prospect) Hunter (Prospect) Youth/4-H Horse (Prospect) Jumper (Prospect),4.129
Riley,1500,Gelding,15.113,Bay,"Wesley Chapel, Florida",,,May-98,APHA - American Paint Horse Association (433413),Country Pleasure  Jumper (Prospect) Longe-Line (Trained) Trail Horse  Western Riding (Trained),4.13
Gordy,2500,Gelding,15.198,Chestnut,"amberg, Wisconsin",,1100 pounds,5-May,,Trail Horse (Trained) Western Riding (Trained),4.135
Thea,7000,Mare,15.216,Bay,"Olympia, Washington",,,5-Jan,,Dressage (Trained) Jumper (Competed or Shown) Eventing (Trained),4.135
Indy,10000,Gelding,16.011,Bay,"bush, Louisiana",socks,,7-May,,Hunter (Prospect) Jumper (Prospect) Equitation (Prospect) Dressage (Prospect),4.137
Sunny,1200,Mare,13.216,Palomino,"Morgantown , Indiana",paint coloring blaze and four white socks,900 pounds,5-Jun,,Youth/4-H Horse (Trained) English Pleasure (Prospect) Jumper (Prospect) Lesson Horse (Trained) Trail Horse (Champion),4.141
IB Smokin Too,7500,Gelding,16.102,Chestnut,"Plum, Pennsylvania",star,,Apr-99,AQHA - American Quarter Horse Association (),Trail Horse (Rank Not Applicable) Equitation (Competed or Shown) Showmanship (Competed or Shown) Hunter Under Saddle (Competed or Shown) Eventing (Prospect),4.144
Scout,4500,Gelding,16.208,Palomino,"Kingston, Ontario, Canada",Blaze.,,7-May,AQHA - American Quarter Horse Association (5023640),Western Pleasure (Prospect) Halter (Trained) Horsemanship (Prospect) Trail Horse (Prospect) Showmanship (Prospect),4.15
Zoie,1500,Mare,16.1,Bay,"Cresson, Texas",small star,1250 pounds,Jan-94,,Dressage (Competed or Shown) Hunter Under Saddle (Trained) Jumper (Competed or Shown) Trail Horse (Trained) Brood Mare (Rank Not Applicable),4.151
Atticus,12500,Gelding,16.115,Bay,"Marshall, Virginia",,,Jan-96,USEF - United States Equestrian Federation (5189927) USEA (22985),Eventing (Champion) Dressage (Champion),4.152
SONNYS MR CHEERS,500,Stallion,15.09,Cremello,"Raeford , North Carolina","star, stripe and snip",,9-Apr,AQHA - American Quarter Horse Association (5215795),Halter (Competed or Shown) Breeding (Competed or Shown) Hunter Under Saddle (Prospect),4.155
Chica,1000,Mare,15.287,Bay,"Ashford, Connecticut","Star, snip, back sock",1000 pounds,9-Jan,,Trail Horse (Prospect) Equitation (Prospect) English Pleasure (Prospect) Brood Mare (Trained),4.155
Moonshine,400,Mare,14.211,Chestnut,"Anza, California",,,10-Mar,,Ranch Horse (Prospect) Cutting (Prospect) Barrel Racing (Prospect) Driving (Prospect) Trail Horse (Prospect),4.157
Zan Juan Hollywood,5000,Gelding,15.087,Buckskin,"Roanoke, Texas",Star & Snip,1000 pounds,6-Mar,AQHA - American Quarter Horse Association (),Ranch Horse (Trained) Trail Horse (Trained) Team Roping (Prospect) Ranch Sorting (Trained) Calf Roping (Prospect),4.157
PRINCE ALI AD,2500,Gelding,15.315,Grey,"HAMPSTEAD, Maryland",FLEA BITTEN WITH DARK GRAY MANE & TAIL,1000 pounds,4-Apr,,Endurance Riding (Trained) English Pleasure (Trained) Trail Horse (Trained),4.157
The Skywatch Girl,3400,Mare,15.182,Chestnut,"Slaughters, Kentucky","Flaxen Mane & Tail, Blaze",,2-Apr,TWHBEA - Tennessee Walking Horse Breeders' and Exhibitors' Association (20204530),Brood Mare (Competed or Shown) Trail Horse (Trained) Country Pleasure (Prospect) English Pleasure  Gaited ,4.159
Willow,12000,Mare,16.102,Bay,"Rutland, Massachusetts",Star,,6-Apr,,Hunter Under Saddle (Competed or Shown) Equitation (Competed or Shown) Trail Horse (Rank Not Applicable) Jumper (Competed or Shown) Hunter (Competed or Shown),4.159
Yearling for sport and breeding,12500,Mare,14.196,Brown,"Dresden,",,,12-Jun,,Youth/4-H Horse  Dressage  Brood Mare ,4.161
Art Lab (Tasia),6500,Mare,15.993,Brown,"Calhan, Colorado",,,May-99,Thoroughbred (5063579),Eventing  Jumper  Endurance Riding  Vaulting  Trail Horse ,4.162
Unspeakable,15000,Mare,16.28,Bay,"North Ridgeville, Ohio",star and two hind socks.,,8-Jan,,Dressage (Competed or Shown) Jumper (Trained) Hunter (Trained) Eventing (Trained),4.163
finally,1000,Gelding,14.984,Bay,"cottonwood, California",,,12-May,,Draft ,4.165
Bjorn VI,9500,Gelding,14.105,Dun,"Cabot, Arkansas",,1100 pounds,Apr-00,Norwegian Fjord Horse Registry (),Dressage (Competed or Shown) Eventing (Competed or Shown) English Pleasure (Competed or Shown) Field Hunter (Competed or Shown) Hunter (Competed or Shown),4.169
Annalien HF,8000,Mare,15.119,Black,"Racine, Wisconsin",None,1000 pounds,8-May,FHANA - Friesian Horse Association of North America (200804082),Breeding (Rank Not Applicable),4.17
SOLD,4500,Gelding,16.189,Bay,"Plainfield, New Hampshire",,,5-Jan,,Endurance Riding (Prospect) Field Hunter (Prospect) Equitation (Prospect) Competitive Trail Competitions (Prospect) Dressage (Prospect),4.17
Frank,250,Gelding,13.317,Cremello,"Palmyra, Indiana",,,6-Jan,,Trail Horse (Prospect),4.171
D.M. Dazzling Black Chevel,300,Mare,8.315,Other,"Valley, Nebraska",None,,Apr-00,AMHR - American Miniature Horse Registry (204565B),Brood Mare (Rank Not Applicable),4.175
FrostyOak LaKinzi,1250,Mare,15.995,Bay,"Nescopeck, Pennsylvania","Star, snip and hind socks",1000 pounds,12-May,CBHS (),Dressage (Prospect) Eventing (Prospect) Hunter (Prospect) Jumper (Prospect) Hunter Under Saddle (Prospect),4.176
HEY IMAHOLLYWOODCHIC,1500,Mare,14.31,Bay,"Hingham, Montana","Star, Strip, Snip - 2 rear 1/2 socks",1100 pounds,9-May,AQHA - American Quarter Horse Association (5290409),Cutting (Prospect) Reined Cow Horse (Prospect) Reining (Prospect) Brood Mare (Rank Not Applicable) Calf Roping (Prospect),4.177
Indy Kitty,9500,Mare,16.019,Bay,"Wilsonville, Ontario, Canada",Wild white markings!,,10-Apr,JC - Jockey Club () APHA - American Paint Horse Association (),Racing (Prospect) Eventing (Prospect) Hunter (Prospect) Dressage (Prospect) Brood Mare (Prospect),4.179
Drews Approval,6500,Gelding,16.189,Palomino,"Oglesby, Texas",,1100 pounds,Apr-00,ApHC - Appaloosa Horse Club (617728),Showmanship (Competed or Shown) Youth/4-H Horse (Competed or Shown) Hunter Under Saddle (Competed or Shown) Trail Horse (Competed or Shown) Jumper (Trained),4.185
Black stallion ideal competition horse for amateur rider,1.00E+05,Stallion,16.998,Black,"Dresden,",,,7-Mar,,Dressage ,4.187
,2500,Mare,15.206,Black,"plymouth , Pennsylvania",,,8-Jan,,Dressage (Prospect) Hunter (Prospect),4.188
R Chocolate Zip aka Merlin,3000,Gelding,15.213,White,"Columbus, Ohio",,,Jan-98,APHA - American Paint Horse Association () PtHA - Pinto Horse Association of America (),Trail Horse (Trained) English Pleasure (Trained) Beginner/Family (Rank Not Applicable) Western Pleasure (Trained),4.193
Streaking Sunseeker,1000,Stallion,16.108,Chestnut,"Annville, Pennsylvania",White Star,,10-Jan,,Racing (Trained) Dressage (Prospect) Hunter (Prospect) Jumper (Prospect),4.196
Talk of the Town aka Libby,0,Mare,14.204,Roan,"Saluda, Virginia","Blaze, Roan Spots, Tobiano",,8-Jun,,Hunter (Champion) Equitation (Champion) Lesson Horse (Rank Not Applicable) Jumper (Trained) Dressage (Trained),4.198
Checkers,700,Gelding,13.211,Black,"Rainier, Washington","White blaze, one white sock and blue eyes",800 pounds,5-May,,Trail Horse (Trained) Western Riding (Trained),4.199
Koweta Perlusion,2500,Mare,14.301,Bay,"Yorkville, Illinois",Small Star,,Feb-00,AHA - Arabian Horse Association (),Beginner/Family (Prospect) Brood Mare (Prospect) Western Pleasure (Rank Not Applicable) Hunter (Trained) Dressage (Trained),4.201
SOL GOODE,25000,Gelding,16.107,Chestnut,"Ruckersville, Virginia",Blaze and 3 socks,,4-May,,Jumper (Competed or Shown) Field Hunter (Competed or Shown) Hunter (Champion) Dressage (Trained) Eventing (Prospect),4.205
Star Jumper,5000,Mare,16.999,Chestnut,"Lake Geneva Area, Wisconsin",,,Jun-00,,Brood Mare (Champion) English Pleasure (Trained) Dressage (Trained),4.205
Catarina,5500,Mare,14.988,Other,"Frisco, Texas","star, socks on hind legs",900 pounds,6-Jan,RPSI - Rheinland Pfalz-Saar International (451516018806),Hunter (Competed or Shown) Dressage (Competed or Shown),4.208
Royal Blue,25000,Gelding,17.292,Bay,"Wainfleet, Ontario, Canada",2 white socks and a star,1500 pounds,7-Jun,,Dressage  Jumper  Eventing  Hunter Under Saddle ,4.209
Rockin Steady Aka Wyatt,4500,Gelding,15.206,Bay,"Milton, Vermont","Blaze, 4 Socks",,9-May,AQHA - American Quarter Horse Association (X0689801) APHA - American Paint Horse Association (964824),Youth/4-H Horse (Trained) Hunter Under Saddle (Trained) Hunter (Trained) Equitation (Trained) English Pleasure (Trained),4.21
Stolen By Starlight,1500,Mare,15.306,Bay,"Wendell, North Carolina","Star, two socks",,7-Jan,,Jumper (Champion) Eventing (Competed or Shown) Dressage (Competed or Shown) Hunter (Competed or Shown),4.212
